"Which term is defined as fear of crowds, public places or open areas?\n","Agoraphobia","Aviophobia","None of these","Claustrophobia","Agoraphobia"
"Which term means fear of being touched?\n","Aphenphosmphobia","Apotemnophobia","Aphenphosmphobia","Anuptaphobia","Antlophobia"
"Which term means fear of gravity?\n","Barophobia","Barophobia","Basophobia","Bolshephobia","Bacillophobia"
"Which term means fear of spiders?\n","Arachnophobia","Xanthophobia","Vitricophobia","Zelophobia","Arachnophobia"
"Which term refers to the morbid fear of thunderstorms?\n","Brontophobia","Triskadekaphobia","Xylophobia","Chionophobia","Brontophobia"
"Which term would best describe all the people on this list: Lincoln Steffens, Ida Tarbell, Jack Anderson, Jack Newfield, Ray Stannard Baker, Wayne Barret, Richard Behar?\n","Muckrakers","Spoonerists","Positivists","Playwrights","Muckrakers"
"Which terms means an irrational fear of the sea or the ocean?\n","Thalassophobia","Somniphobia","Selachophobia","None of these","Thalassophobia"
"Which three left-handed US Presidents served in succession?\n","Bill Clinton, George H. W. Bush, Ronald Reagan","Herbert Hoover, Franklin Delano Roosevelt, Harry Truman","George H. W. Bush, Bill Clinton, George W. Bush","James Garfield, Herbert Hoover, Gerald Ford","Bill Clinton, George H. W. Bush, Ronald Reagan"
"Which two American cities boast statues of Popeye the Sailor?\n","Crystal City, Texas and Chester, Illinois","Crystal City, Texas and Chester, Illinois","Petaluma, California and Palm City, Florida","Wiley, Texas and East St. Louis, Illinois","Eureka, California and Kingsville, Texas"
"Which two cats are the main characters in the Lillian Jackson Braun series?\n","Koko and Yumyum","Koko and Yumyum","Yin and Yang","Kitty Jones and Kat  Smith","Rin and Tintin"
"Which two countries are connected  by the Simplon Pass?\n","Switzerland and Italy","Switzerland and Italy","Northern Ireland and Ireland","Canada and The USA","Bulgaria and Romania"
"Which two famous ghosts supposedly haunt the Hollywood Roosevelt Hotel?\n","Marilyn Monroe and Montgomery Clift.","Douglas Fairbanks and Mary Pickford.","Marilyn Monroe and Montgomery Clift.","Frank Sinatra and Ava Gardner.","Laurel and Hardy."
"Which two kinds of vehicles does the singer want to buy in the new car freecreditreport.com commercial?\n","a convertible and an SUV","a Hummer and a scooter","a Tesla and a Versa","a convertible and an SUV","a Lexus and a Harley"
"Which two landlocked countries are surrounded by other landlocked countries?\n","Liechtenstein and Uzbekistan","Liechtenstein and Uzbekistan","Austria and Switzerland","Tajikistan and Liechtenstein","Switzerland and Tajikistan"
"Which two of these musicians were born in Lafayette, Indiana?\n","Axl Rose and Shannon Hoon","Axl Rose and Shannon Hoon","Michael Stipe and Curt Cobain","Kurt Cobain and Shannon Hoon","Axl Rose and Michael Stipe"
"Which U.S. President attempted to purchase Cuba from Spain?\n","Pierce","Johnson","Pierce","Tyler","Taylor"
"Which U.S. president had the first bowling alley put in the White House?\n","Truman","Nixon","Eisenhower","Taft","Truman"
"Which U.S. President is famous for saying I choose not to run?\n","Calvin Coolidge","Calvin Coolidge","Herbert Hoover","John Tyler","Warren G. Harding"
"Which U.S. President settled the North Western border dispute with Canada and England?\n","Polk","Hayes","Polk","Mckinley","Pierce"
"Which U.S. state is nicknamed The Golden State?\n","California","Alaska","Florida","Colorado","California"
"Which U.S. writer of detective fiction worked for the famous Pinkerton National Detective Agency?\n","Dashiell Hammett","Mickey Spillane","Mary Higgins Clark","Dashiell Hammett","Louis LAmour"
"Which United States President related a story about a murderous Bigfoot in a Wilderness Magazine?\n","Teddy Roosevelt","Harry Truman","U.S. Grant","Billy Carter","Teddy Roosevelt"
"Which US city is nicknamed The Venice of  America?\n","Fort Lauderdale, Florida","Fort Lauderdale, Florida","Punta Gorda, Florida","Key West, Florida","Biloxi, Mississippi"
"Which US President invented the baseball seventh inning stretch?\n","Taft","Hoover","Taft","Wilson","Harding"
"Which US President signed the law, which established the Congressional Medal of Honor - the highest military decoration awarded by the United States?\n","Lincoln","Lincoln","Grant","A. Johnson","John Adams"
"Which US President was nicknamed Young Hickory?\n","Polk","Polk","Jackson","Taylor","Martin Van Buren"
"Which US state had the most estimated farmland for 2000?\n","Texas","South Dakota","Kansas","Montana","Texas"
"Which use of  the term Wild West is incorrect?\n","Wild West was a common name for territories west of the Rio Grande river","Wild West is the title of several Western movies","Wild West is a Nintendo game","Wild West was a common name for territories west of the Rio Grande river","Wild West is an album of Dottie West"
"Which verb is defined as â€œto put forward a suitable person to incur the mudgobbling and deadcatting of the oppositionâ€ in Ambrose Bierceâ€™s satirical book The Devils Dictionary\n","Nominate","Nominate","Fire","Promote","Recommend"
"Which video game console is credited with popularizing the use of game cartridges in 1977?\n","Atari 2600","ColecoVision","Atari 2600","NES/Famicom","Sega Master System"
"Which was the first car model to sell one million cars in one year?\n","Chevy Impala","Corvette","Chevy Impala","Volkswagon Beetle","Toyota Corolla"
"Which was the first country in the world to constitutionally abolish its army?\n","Costa Rica","Costa Rica","Gabon","Togo","Estonia"
"Which was the first country to win two consecutive FIFA World Cups in 1958 and 1962?\n","Brazil","Italy","France","Argentina","Brazil"
"Which was the first Disney production to show the death of a main character?\n","Lion King","Bambi","Lion King","Pocahontas","Peter Pan"
"Which was the first jazz single to sell one million copies?\n","Chattanooga Choo-Choo","Laura","Take the A Train","In the Mood","Chattanooga Choo-Choo"
"Which was the first music album to sell at least 20 million units?\n","Led Zeppelin - Led Zeppelin IV","Led Zeppelin - Led Zeppelin IV","Pink Floyd - The Wall","Billy Joel - Greatest HitsVolumes I and II","AC/DC - Back in Black"
"Which was the first nation to become Christian?\n","Armenia","Antioch","Romania","Armenia","Rome"
"Which was the first racehorse to run the Kentucky Derby in less than 2 minutes?\n","Secretariat","Secretariat","Cigar","Man OWar","Seabiscuit"
"Which was the first song that radio personality and voice actor Casey Kasem played on his radio show Americas Top Forty?\n","Mama Told Me Not to Come","Forget Him","Mama Told Me Not to Come","Mandy","Love Me Tender"
"Which was the first sub-Saharan African nation to gain its freedom?\n","Ghana","Ghana","Somalia","Malawi","Gabon"
"Which was the first TV series regularly broadcast in color?\n","Bonanza","Bonanza","Gunsmoke","The Flintstones","Hawaii 5-0"
"Which was the first TV sitcom?\n","Mary Kay and Johnny","The Goldbergs","Mary Kay and Johnny","I Love Lucy","The Dobkins"
"Which was the first womens college in the USA?\n","Mt. Holyoke","Radcliffe","Mt. Holyoke","Douglas","Bryn Mawr"
"Which was the second motion picture  to win the Oscar for Best Movie?\n","The Broadway Melody","The Broadway Melody","Wings","All Quiet on the Western Front","Cimarron"
"Which wedding anniversary is celebrated as Silver Wedding Day by old tradition?\n","25th anniversary","35th anniversary","25th anniversary","20th anniversary","30th anniversary"
"Which wedding anniversary is celebrated internationally as the Diamond Wedding Anniversary, or Diamond Wedding Day?\n","60th anniversary","60th anniversary","80th anniversary","50th anniversary","40th anniversary"
"Which wedding anniversary is known as the Golden Wedding Anniversary, or Golden Wedding Day?\n","50th anniversary","60th anniversary","50th anniversary","40th anniversary","25th anniversary"
"Which woodwind instrument is not made of wood and has no reeds?\n","Flute","Flute","Clarinet","Oboe","Accordion"
"Which word goes with the Oriental symbol Yang?\n","Yin","Tao","Yin","Sutra","Ying"
"Which word in this sentence is incorrectly used:  The new trivia mix was answered by Joe and me.\n","mix","me","answered","trivia","mix"
"Which word is defined as â€œthe spiritual attitude of a man to a god and a dog to a manâ€ in Ambrose Bierces satirical book The Devils Dictionary?\n","Reverence","Love","Worship","Reverence","Respect"
"Which word means a practitioner of the martial art of Okinawan origin, karate?\n","Karateka","Konyico","Karateka","Sojin","Samurai"
"Which word refers to a person who stuffs and mounts animals for display or study?\n","Taxidermist","Hunter","Taxidermist","None of these","Poacher"
"Which word refers to a specialized type of building in a garden that is used for the growing of citrus trees?\n","Orangery","Orange garden","Orangeton","Orangery","Orange-greenhouse"
"Which word refers to self-discipline and refraining from worldly pleasures?\n","Asceticism","Asceticism","Aneurysm","Ableism","Atavism"
"Which word refers to the fear of long words?\n","Hippopotomonstrosesquippedaliophobia","Ornithophobia","Hippopotomonstrosesquippedaliophobia","Radiophobia","Hexakosioihexekontahexaphobia"
"Which word was coined by philosopher and theologian, William Whewell in 1833?\n","scientist","holography","magenta","scientist","trastevere"
"Which world denotes a phobia of a small rodent?\n","Musophobia","Technophobia","Entomophobia","Ophidiophobia","Musophobia"
"Which World War One battles were the first ever fought by the Australian and New Zealand Army Corps (ANZAC) as a joint force?\n","Gallipoli battles","Galicia battles","Gallipoli battles","Ghent battles","Georgetown battles"
"Which year is most significant to Napoleon Bonaparte?\n","1800 AD","1700 AD","1600 AD","1800 AD","2525 AD"
"Which youthful musician(s) is/are associated with the 1980s albums Killing Joke and Whats THIS for...!?\n","Martin Youth Glover","Paul Young","Martin Youth Glover","Musical Youth","Neil Young"
"Who  wrote the concertos called The Four Seasons?\n","Vivaldi","Vivaldi","Schumann","Mozart","Corelli"
"Who are the presidents on Mount Rushmore?\n","Washington, Jefferson, T. Roosevelt, Lincoln","Adams, Washington, Johnson, F. Roosevelt","Washington, Jefferson, T. Roosevelt, Lincoln","Washington, Adams, Lincoln, Hamilton","Lincoln, Kennedy, Regan, Washington"
"Who became famous in 1957 with the Jamaican folk song, The Banana Boat Song?\n","Harry Belafonte","Charlie Parker","Max Roach","Harry Belafonte","Miles Davis"
"Who built the famous monument Taj Mahal?\n","Shah Jehan","Shah Jehan","Akbar","Aurangzeb","Babur"
"Who composed and performed the ballad Goodbye Yellow Brick Road?\n","Elton John","Michael Bolton","Elton John","The Beatles","None of these"
"Who created the first billion dollar company?\n","J.P. Morgan","Andrew Carnegie","Alexander Farkas","Samuel Walton","J.P. Morgan"
"Who did Allie Hamilton meet while working as a nurse in the 2004 romance film The Notebook?\n","her future fiance Lon Hammond","her old flame Noah Calhoun","her future fiance Lon Hammond","none of these","her future fiance and eventual husband Lon Hammond"
"Who did Time magazine name as â€œPerson of the Year for 2006?\n","The Internet user","Nancy Pelosi","Jong Il Kim","Bill Gates","The Internet user"
"Who directed the 1931 musical comedy Le Million, in which the storyline centers on a lottery ticket?\n","Rene Clair","Ernest Lubitsch","Josef von Sternberg","Charlie Chaplin","Rene Clair"
"Who directed the 1991 film The Silence of the Lambs?\n","Jonathan Demme","Roman Polanski","Joel Coen","Steven Spielberg","Jonathan Demme"
"Who discovered the gyroscope effect, now used for measuring orientation?\n","Johann Bohenberger","Thomas A. Edison","Leon Foucault","Booker T. Washington","Johann Bohenberger"
"Who does Ken accidentally kill instead of the witness in the 1988 comedy movie A Fish Called Wanda?\n","Three dogs","A whale","Wanda","His mother","Three dogs"
"Who does Michael Corleone give the kiss of death in one of the most memorable scenes of the movie Godfather II?\n","Fredo Corleone","Kay Corleone","Sonny Corleone","Tom Hagen","Fredo Corleone"
"Who does not belong to this list of high school dropouts: Julie Andrews, Marlon Brando, Johnny Depp, Demi Moore, Avril Lavigne, Christina Applegate, Jude Law, Leah Remini, John Travolta, Ed Norton.\n","Ed Norton","Avril Lavigne","Leah Remini","Johnny Depp","Ed Norton"
"Who drew the first pollitical cartoon published in an American newspaper?\n","Ben Franklin","Ben Franklin","Samuel Freeman","Dr. Seuss","Thomas Nast"
"Who had Solomons wisdom, Hercules strength, Atlas stamina, Zeus power, Achilles courage, and Mercurys speed?\n","Captain Marvel","Captain Marvel","Captain America","The Hulk","Superman"
"Who invented a process to remove caffeine from coffee for the first time?\n","Roselius and Wimmer","Roselius and Wimmer","Rostand and Martin","Banting and Best","Nestle and Sanders"
"Who invented the armonica, a musical instrument made up of a series of tuned spinning  bowls?\n","Benjamin Franklin","Sir Edward Elgar","Benjamin Franklin","Dean Shostak","Thomas Edison"
"Who invented the ball point pen?\n","Jozsef Laszlo Biro","Elias Schaeffer","Elias Howe","John Fitzsimmons Waterman","Jozsef Laszlo Biro"
"Who invented the doll that says Momma?\n","Alexander Graham Bell","Henry Ford","Benjamin Banneker","Alexander Graham Bell","Thomas Alva Edison"
"Who invented the first working television system?\n","John Logie Baird","Thomas Edison","Alexander Graham Bell","John Logie Baird","Benjamin Franklin"
"Who is Captain Quints first mate on the Orca?\n","Matt Hooper","David Brown","Matt Hooper","Richard Zanuck","Carl Gottlieb"
"Who is Cat Woman?\n","Selina Kyle","Samantha Wayne","Pam Isley","Sarah Connor","Selina Kyle"
"Who is considered the Father of Modern Dentistry?\n","Pierre Fauchard","Horace Wells","Lucien Hobbs","Norman Kingsley","Pierre Fauchard"
"Who is considered the first American to be killed in the Cold War?\n","John Birch","Alan Funt","Allen Dulles","William Donovan","John Birch"
"Who is considered the worlds first photojournalist?\n","Jacob Riis","Eadweard Muybridge","Jacob Riis","Matthew  Brady","Minor White"
"Who is Han Solos first mate on the Millennium Falcon?\n","Chewbacca","R2-D2","Darth Vader","Chewbacca","Yoda"
"Who is Harry Potters best friend and schoolmate?\n","Ron Weasley","Neville Longbottom","Sirius Black","Albus Dumbledore","Ron Weasley"
"Who is Hiroo Onoda?\n","The last Japanese casualty from World War II","The last Japanese casualty from World War II","The founder of Mazda","This is the real name of Tojo.","The Japanese fisherman who first sees Godzilla in the movie of the same name"
"Who is Katie Hnida?\n","The first female to play NCAA Division 1 football","The first female to be a  professional boxer","The first female to play NCAA Division 1 football","The first  American female to ride on the Space Shuttle","The first female Prime Minister of Ecuador"
"Who is listed as the richest person in the world on the 2009 Forbes list?\n","Bill Gates","Carlos Slim Helu","Lawrence Ellison","Warren  Buffett","Bill Gates"
"Who is Mother Gooses cat in the self-titled newspaper comic strip?\n","Attila","Princess","Angel","Attila","The Duchess"
"Who is Mrs. Murphys best friend in the Rita Mae Brown series?\n","Tucker Tee","Puce","Pinky","Kahula","Tucker Tee"
"Who is P.L. Travers most famous literary character?\n","Mary Poppins","Frankenstein","Mary Poppins","Scrooge","Scarlett OHara"
"Who is regarded as the first professional (American style) football player?\n","William Heffelfinger","William Heffelfinger","Red Grange","Jay Berwanger","Jim Thorpe"
"Who is Shreks sidekick in the films Shrek, Shrek 2, and Shrek the Third?\n","Donkey","Puss in Boots","The Frog King","Fairy Godmother","Donkey"
"Who is the author of the novel East of Eden?\n","John Steinbeck","Steven Spielberg","Elia Kazan","John Steinbeck","Eugene ONeill"
"Who is the cat detective in the Carole Nelson Douglas series set in Las Vegas?\n","Midnight Louie","Lucky Louie","Tom Thumb","Mr. Letemride","Midnight Louie"
"Who is the creator of the first steam locomotive?\n","Richard Trevithick","Richard Trevithick","Ronald Von Heldenberger","Robert Fulton","Robert Watts"
"Who is the crime-solving cat hero of the Rita Mae Brown books?\n","Mrs. Murphy","Mrs. Murphy","Old Deuteronomy","Tucker Tee","Mama Morton"
"Who is the father of the fictional black cat Midnight Louie?\n","Three OClock Louie","Louie Temple Barr","Louis the LVII","Noontime Louie","Three OClock Louie"
"Who is the first performer/band to have at least 36 Billboard Top Ten albums?\n","The Rolling Stones","The Beatles","Elvis Presley","The Rolling Stones","Frank Sinatra"
"Who is the first singer to have two singles that sold over 30 million copies worldwide?\n","Bing Crosby","Bruce Springsteen","Yanni","Elton John","Bing Crosby"
"Who is the first State of the Union Address attributed to?\n","George Washington","Jefferson Thomas","George Washington","John Adams","James Madison"
"Who is the hapless kitty villain who is constantly being outwitted by the little bird Tweety Pie?\n","Sylvester","Sylvester","Tom","Wil E. Cat","Garfield"
"Who is the inventor of Tupperware?\n","Earl Tupper","Earl Tupper","John Smith","David Silas","Janis Tupperware"
"Who is the mysterious murderer from the urban legend known as The Babysitter and the Man Upstairs?\n","A madman","The father of the children","The babysitters boyfriend","A madman","The neighbor"
"Who is the odd one of the four writers?\n","Charles Dickens","Thomas More","Edmund Spenser","Charles Dickens","Christopher Marlowe"
"Who is the only President who had a patent?\n","Lincoln","Hoover","Lincoln","Jefferson","Washington"
"Who is the protagonist of John Boormans 1998 movie The General?\n","Martin Cahill, a criminal from Dublin, Ireland","Pablo Escobar, a Columbian drug lord","Idi Amin, a dictator of Uganda","Gulbuddin Hekmatyar, a Taliban warlord","Martin Cahill, a criminal from Dublin, Ireland"
"Who is the second US president?\n","John Adams","Martin Van Buren","John Adams","James Monroe","Thomas Jefferson"
"Who is widely regarded as the father of British Secret Service?\n","Daniel Defoe","Sir Richard Burton","Christopher Marlowe","Daniel Defoe","Edward Ames, Duke of Harrington"
"Who killed Achilles according to Greek mythology?\n","Paris aided by Apollo","Hector aided by the Nereids","Priam aided by Paris","Peleus aided by Thetis","Paris aided by Apollo"
"Who killed Jesse James, one of the legendary figures of the Wild West?\n","Robert Ford","Charley Ford","Frank James","John Carradine","Robert Ford"
"Who killed the Nemean Lion, one of the most vicious monsters in Greek mythology?\n","Heracles","Zeus","Cronus","Heracles","King Eurystheus"
"Who lost the Battle of Marathon?\n","Darius I","Xerces I","Darius I","Cyrus I","Parimedes"
"Who made an assassination attempt on Ronald Reagan?\n","John Hinckley, Jr.","James Brady","Lee Harvey Oswald","John Hinckley, Jr.","Jack Ruby"
"Who made the first chocolate bar?\n","J. S. Fry  Sons","J. S. Fry  Sons","Nestle","Mars","Hershey"
"Who or what is Vinson Massif?\n","The tallest mountain in Antarctica","Sanitations third cousin, twice removed","The third king of Sweden","The tallest mountain in Antarctica","a muscle in the human body"
"Who played Clark Kent/Superman in the 1948 Superman movie?\n","Kirk Alyn","Jack Larsen","George Reeves","Christopher Reeves","Kirk Alyn"
"Who played Elizabeth Brooke McGuire in the television show, Lizzie McGuire?\n","Hillary Duff","Lalaine Vergara","Hillary Duff","Hallie Todd","Ashlie Brillault"
"Who played keyboards on the Beach Boys hits?\n","Darryl Dragon","Pete  McIntosch","Mike Love","Darryl Dragon","Stan Gibb"
"Who played the last juror to vote not  guilty in the 1957 movie Twelve Angry Men?\n","Lee J. Cobb","Ed Begley","Lee J. Cobb","Martin Balsam","Ed Begley,Jr."
"Who played the role of Draco Malfoy in the Harry Potter film series?\n","Tom Felton","Daniel Radcliffe","Rupert Grint","Richard Harris","Tom Felton"
"Who played the role of Jimmy B-Rabbit in the 2002 movie 8 Mile, directed by Curtis Hanson?\n","Eminem","Michael Shannon","Kim Basinger","Evan Jones","Eminem"
"Who played the role of Rebecca Howe on the TV show Cheers?\n","Kirstie Alley","Kirstie Alley","Rhea Perlman","Shelley Long","Bebe Neuwirth"
"Who played the role of Tommy in the 1975 movie Tommyâ€?\n","Roger Daltrey","Eric Clapton","Elton John","Roger Daltrey","Keith Moon"
"Who popularized the song Unforgettable in 1951?\n","Nat King Cole","Nat King Cole","Humphrey Bogart","Dean Martin","Frank Sinatra"
"Who portrayed Adam Schiff, the Manhattan District Attorney in Law and Order?\n","Steven Hill","Fred Dalton Thompson","Steven Hill","Dann Florek","Steve Zirnkilton"
"Who portrayed Gabrielle Solis in the TV series Desperate Housewives?\n","Eva Longoria Parker","Eva Longoria Parker","Marcia Cross","Felicity Huffman","Teri Hatcher"
"Who portrayed Harry Potter in each film of the Harry Potter series?\n","Daniel Radcliffe","Richard Harris","Tom Felton","Rupert Grint","Daniel Radcliffe"
"Who portrays Nicoles (Staci Keanan) two fathers on the TV sitcom My Two Dads?\n","Paul Reiser and Greg Evigan","Tony Randall and Jack Klugman","Walter Matthau and Art Carney","Paul Reiser and Greg Evigan","Matthew Broderick and Nathan Lane"
"Who provided the voices of the characters in the Radio Program Amos n Andy from 1928 to 1960?\n","Freeman Gosden and Charles Correll","Pranklin Pierce and John Pierce","Amos Rogers and Andrew Brown","Freeman Gosden and Charles Correll","John Paul and George Ringo"
"Who sang on the first million selling record?\n","Enrico Caruso","Thomas Alva Edison","Louis Armstrong","Frank Sinatra","Enrico Caruso"
"Who tries to warn the driver of the car about the killer in the back seat according to the popular urban legend?\n","A driver of the car behind","The signs on the road","A wolf appearing on the road","A driver of the car behind","A voice on the radio"
"Who usually is in charge of a US Army infantry company?\n","A captain","A sargent","A one-star general","A colonel","A captain"
"Who voiced Roger Rabbit in the 1988 movie Who Framed Roger Rabbit?\n","Charles Fleischer","Charles Fleischer","Bob Hoskins","Mae Questel","Mel Blanc"
"Who was  the first Major League Baseball player to hit four homers in one game and three triples in another game?\n","Willie Mays","Mickey Mantle","Tris Speaker","Willie Mays","Joe Dimaggio"
"Who was actress Sheree Elizabeth Zampino married to from 1992 to 1995?\n","Will Smith","Will Smith","Terrell Fletcher","James Avery","Alfonso Ribeiro"
"Who was Aristotles most famous student?\n","Alexander","Phillippus Magnus","Alexander","Erasmus","Ptolemy"
"Who was Aristotles teacher?\n","Plato","Plato","Ptolemy","Socrates","Alexander"
"Who was baseball announcer Joe Garagiolas best friend in childhood ?\n","Yogi Berra","Stan Musial","Yogi Berra","Red Barber","Chris Schenkel"
"Who was Captain James T. Kirks first mate on the USS Enterprise NCC-1701?\n","Mr. Spock","Montgomery Scotty Scott","Dr. Leonard Bones McCoy","Hikaru Sulu","Mr. Spock"
"Who was Dale Evans married to?\n","Roy Rogers","Roy Rogers","Buffalo Bill Cody","Wild Bill Hickcock","Gene Autry"
"Who was drafted by the Houston Rockets in the first overall selection of the 1984 NBA draft?\n","Hakeem Olajuwon","Michael Jordan","Hakeem Olajuwon","John Stockton","Charles Barkley"
"Who was drafted by the Orlando Magic as the 1st overall pick in the 1992 NBA draft?\n","Shaquille ONeal","Shaquille ONeal","Christian Laettner","Alonzo Mourning","Anfernee Hardaway"
"Who was Elizabeth Taylors second husband?\n","Michael Wilding","Michael Wilding","Mike Todd","Nick Hilton","Eddie Fisher"
"Who was Frank Sinatras second wife?\n","Ava Gardner","Mia Farrow","Ava Gardner","Barbara Marx","Nancy Barbato"
"Who was given a Honorary Academy Award  in 1967?\n","Enos Edward Yakima Canutt","Edith Head","John Gilbert","Enos Edward Yakima Canutt","Mary Astor"
"Who was given the first numbered patent in the USA?\n","Samuel Hopkins","Henry Clinton","Samuel Hopkins","Ben Franklin","Paul Revere"
"Who was Henry Pu Yi?\n","The last Emperor of China.","The last of Maos supporters to be killed.","First Asian to win a Nobel Prize.","The first man to win a Pulitzer Prize and a Nobel Prize.","The last Emperor of China."
"Who was Leonardo da Vincis art teacher?\n","Andrea del Verrocchio","Fra Luca Paccioli","Titian","Andrea del Verrocchio","Giotto di Bondone"
"Who was Lydia Litvyak?\n","The top female fighter ace of World War II","The top female fighter ace of World War II","The first female to get an engineering degree in the USA","The first Polish woman chief of state","The inventor of the silicon chip"
"Who was Nero Wolfs legman and confidant?\n","Archie Goodwin","Dr. Watson","Coleman his butler","Rex Stout","Archie Goodwin"
"Who was on the cover of the first issue of  People magazine?\n","Mia Farrow","Elvis Presley","Joseph G. Cannon","Mia Farrow","Lucille Ball"
"Who was originally selected to play Leo Bloom in the 1968 comedy film The Producers written by Mel Brooks?\n","Dustin Hoffman","Zero Mostel","Dustin Hoffman","Jimmy Broderick","Luther Adler"
"Who was Robert Van Winkle ?\n","Vanilla Ice","A fictional character who slept for many years","Ice-T","The first winner of the Congressional  Medal of Honor","Vanilla Ice"
"Who was the 39th President of the United States?\n","Jimmy Carter","Ronald Reagan","Bill Clinton","Jimmy Carter","Richard Nixon"
"Who was the British Prime Minister on February 14th 1940?\n","Chamberlain","Chamberlain","Callaghan","Churchill","Canning"
"Who was the British ruler at the time of the American Revolution?\n","George III","Henry VIII","George I","George III","George II"
"Who was the famous American writer  whose first job was selling and making pencils?\n","Henry David Thoreau","Henry David Thoreau","John Steinbeck","Benjamin Franklin","Nathaniel Hawthorne"
"Who was the father of Jem and Scout in the novel To Kill a Mockingbird?\n","Atticus Finch","Harper Lee","Bob Jones","Boyd Smith","Atticus Finch"
"Who was the first  guest on The Tonight Show  when Johnny Carson was the host?\n","Groucho Marx","Bette Midler","Bob Hope","Groucho Marx","Steve Allen"
"Who was the first actor to play Tarzan?\n","Elmo Lincoln","Johnny Weissmuller","Mike Henry","Ron Ely","Elmo Lincoln"
"Who was the first American novelist  to be considered an imoportant writer by the Europeans?\n","John Quincy Adams","Washinton Irving","James Fennimore Cooper","Thomas  Howell","John Quincy Adams"
"Who was the first centerfold of Playboy magazine?\n","Marilyn Monroe","Bette Paige","Joan Crawford","Jayne Mansfield","Marilyn Monroe"
"Who was the first Chinese writer to win the Nobel Prize for Literature?\n","Gao Xingjian","Xia Zhinian","Choi Chi Fung","Gao Xingjian","Cai Zhifeng"
"Who was the first commander of a nuclear submarine?\n","Eugene P. Wilkerson","Mark Clarke","Eugene P. Wilkerson","Lewis Groton","Melvin Carver"
"Who was the first female Attorney General of the United States?\n","Janet Reno","Janet Reno","Joanne Pierce","Susan Roley","Clarisa Starling"
"Who was the first female professor at Princeton University?\n","Hannah Arendt","Rosalind Yalow","Susan Sontag","Mary Robertson","Hannah Arendt"
"Who was the first guest host on NBCs Saturday Night Live?\n","George Carlin","John  Goodman","Howard Cosell","George Carlin","Steve Martin"
"Who was the first guest star to step off the plane on Fantasy Island?\n","Bill Bixby","Bill Bixby","Don Knots","Roddy McDowell","Victoria Principal"
"Who was the first host of the popular late-night show Saturday Night (later called Saturday Night Live)?\n","George Carlin","Steve Martin","George Carlin","Richard Pryor","John Goodman"
"Who was the first Major League Baseball player born in what was then called Czechoslovakia?\n","Elmer Valo","Reno Bertoia","Ernie Orvitz","Elmer Valo","Andy Pafko"
"Who was the first mate of PT-73, that was commanded by Lieutenant Commander Quinton McHale?\n","Ensign Charles Parker","Fuji Kobiaji","Ensign Charles Parker","Lt. Elroy Carpenter","Captain Wallace B. Binghamton"
"Who was the first mate of the fictional USS Stingray, commanded by Lieutenant Commander Thomas Dodge?\n","Martin T. Pascal","E.T. Lovacelli","Martin T. Pascal","Yancy Graham","Jefferson Jackson"
"Who was the first member of The Monkees to quit, shortly after the bands Far East tour in December 1968?\n","Peter Tork","Micky Dolenz","Davy Jones","Peter Tork","Michael Nesmith"
"Who was the first non-Muslim to make the journey from mecca to Medina?\n","Richard Burton","Richard Burton","Robert Stanley","Ronald Kateman","Richard the Lion Hearted"
"Who was the first official Postmaster General of the United States?\n","Samuel Osgood","Ulmer Pierce Smith","John Jay","Samuel Osgood","Ben Franklin"
"Who was the first performer to have both the Billboard number one and number two album?\n","Bob Newhart","Willie Nelson","Frank Sinatra","Bob Newhart","Johnny Mathis"
"Who was the first person to  use the term atomic bomb?\n","H.G. Wells","H.G. Wells","Robert Oppenheimer","Lise Meitner","Enrico Fermi"
"Who was the first person to be crowned Czar of Russia?\n","Ivan the Terrible","Nicholas III","Alexander IV","Ivan the Terrible","Mikhail Romanov"
"Who was the first person to parachute?\n","Andres-Jacques Garnerin","Leonardo Da Vinci","Andres-Jacques Garnerin","Lino LaCedelli","David Gaithier"
"Who was the first person to reach both the North and South Poles?\n","Roald Amundsen","Roald Amundsen","Robert Falcon Scott","Robert Peary","Ernest Shackleton"
"Who was the first person to show that blood moved from the heart  to the lungs and back?\n","ibn-al-Nasif","ibn-al-Nasif","Leonardo Da Vinci","William Harvey","William Herschel"
"Who was the first pitcher in major league baseball history to strike out over 3000 batters but to have less than 1000 bases on balls?\n","Ferguson Jenkins","Ferguson Jenkins","Don Newcombe","Sandy Koufax","Nolan Ryan"
"Who was the first player for the Tampa Bay (Devil) Rays?\n","Tony Saunders","Chuch LaMar","Tony Saunders","Wilson Alvarez","Larry Rothschild."
"Who was the first player selected by the Dallas Cowboys in the football draft?\n","Bob Lilly","Bedford Wynne","Bob Lilly","Abner Haynes","Don Meredith"
"Who was the first professional athlete in baseball history to hit a home run and score a touchdown in the same week?\n","Jim Thorpe","Bo Jackson","Mel Hubbard","Deion Sanders","Jim Thorpe"
"Who was the first singer to get a Gold Record for a single?\n","Perry Como","Tex Beneke","Perry Como","Elvis Presley","Frank Sinatra"
"Who was the first Tzar of Russia?\n","Ivan the Terrible","Nicolai Terravinasonoff","Ivan the Terrible","Boris Godenoff","Michael Romanoff"
"Who was the first U.S. President born in the USA?\n","Van Buren","Madison","Van Buren","John Adams","Washington"
"Who was the first US President to die while in office?\n","William Henry Harrison","John Tyler","Martin Van Buren","William Henry Harrison","Andrew Jackson"
